id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9037581,IlGattopardo Relais nel centro Roma,45509196,Agostino,,I Centro Storico,41.90927,12.45641,Private room,125,1,2,2017-11-12,0.04,5,365,0,
9037682,BB casa vacanze La Casa del Pigneto,47170158,Claudia,,V Prenestino/Centocelle,41.89107,12.5261,Entire home/apt,81,2,0,,,1,53,0,
9038049,COLOSSEO - Camera Doppia colazione inclusa,31441909,Umberto,,I Centro Storico,41.89122,12.50129,Private room,69,1,11,2018-10-02,0.24,3,178,0,
9040576,Splendido attico vista mozzafiato,9055146,Andrea,,XII Monte Verde,41.88318,12.41745,Entire home/apt,75,3,1,2016-10-28,0.02,1,361,0,
9041081,Stazione Vaticana 5 Apartment,47182248,Alessandro & Fabio,,XIII Aurelia,41.90015,12.45292,Entire home/apt,262,3,144,2021-12-03,1.96,1,248,15,
9043879,appartamento 5 persone al Vaticano,139716,Laura,,XIII Aurelia,41.89896,12.44324,Entire home/apt,79,3,23,2019-03-04,0.37,10,352,0,
9044657,pinciano luxury house rome,2175241,Annalu',,II Parioli/Nomentano,41.9126,12.49526,Private room,70,2,11,2020-01-04,0.16,3,90,0,
9044939,Luxury 2 bedrooms 2 bathrooms close to Vatican,47191384,Luisa,,XIII Aurelia,41.89493,12.43719,Entire home/apt,85,3,19,2021-09-28,0.27,2,272,3,"CIR: 1172,   CIU: CVN-004210-4"
9047058,Casa Flora : central and panoramic,47206080,Giancarlo,,VII San Giovanni/Cinecittà,41.88138,12.5007,Entire home/apt,120,3,108,2020-09-20,1.65,1,11,0,
9054690,deliziosa casetta al centro di roma,34817796,Valentina,,I Centro Storico,41.91208,12.46482,Entire home/apt,50,3,286,2021-12-02,3.93,4,157,33,
9055866,Casa Edvige | Large Apartment in Trastevere,6997993,Gianluca,,I Centro Storico,41.885326,12.468579,Entire home/apt,130,1,231,2021-11-22,3.14,9,24,23,
9056867,Lush Garden Residence in Monteverde,1107433,Emiliano & Maria,,XII Monte Verde,41.88107,12.45567,Entire home/apt,81,1,4,2019-08-25,0.06,56,338,0,
9057115,Appartamento a Roma,43924962,Pietro,,XII Monte Verde,41.8828,12.42373,Entire home/apt,155,1,0,,,2,352,0,
9058858,Piazza Navona Cute Penthouse Terrace Luxury,8383844,Laura Ed Ezio,,I Centro Storico,41.90214,12.47338,Entire home/apt,142,1,16,2018-01-15,0.22,26,314,0,
9058954,Campo dei Fiori Deluxe Luxury Flat View on Square,8383844,Laura Ed Ezio,,I Centro Storico,41.89644,12.47158,Entire home/apt,135,1,18,2021-10-06,0.25,26,300,3,
9059768,SUPER OFFER Navona Home Luxury Big Flat,8383844,Laura Ed Ezio,,I Centro Storico,41.90132,12.46906,Entire home/apt,139,1,2,2016-06-11,0.03,26,330,0,
9067657,grazioso appartamento Nuovo Salario,47296524,Gaia,,III Monte Sacro,41.95856,12.52539,Entire home/apt,107,2,0,,,1,161,0,
9069788,"Prestigious,TERRACE! Jewish Ghetto",3159041,Luca,,I Centro Storico,41.89325,12.47651,Entire home/apt,96,3,26,2021-11-25,0.36,13,243,3,
9072680,Domus Regia - Cozy loft in the center of Rome,5063871,Dario,,I Centro Storico,41.9069,12.49407,Entire home/apt,140,2,124,2021-11-01,1.74,3,342,4,
9074532,NORICO Home&Garden S.Giovanni,47326473,Fabrizio,,VII San Giovanni/Cinecittà,41.88193,12.50299,Entire home/apt,80,3,144,2020-08-04,1.99,2,5,0,
9075032,🌻 TrastEver BnB Home 2  🌻,4453257,"Marco, Carlotta, Angelo & Friends",,XII Monte Verde,41.8795,12.46524,Private room,58,1,170,2021-05-01,2.28,31,3,2,
9076265,CAMERE ONDINA 2,34589425,Simone,,II Parioli/Nomentano,41.91317,12.47504,Private room,90,1,1,2021-11-01,0.77,5,364,1,
9076276,CAMERE ONDINA 1,34589425,Simone,,II Parioli/Nomentano,41.91317,12.47504,Private room,90,1,0,,,5,364,0,
9079048,RIONE MONTI 4 people - Rome City Center Apartments,47347602,Fabrizio,,I Centro Storico,41.89836,12.49418,Entire home/apt,56,3,10,2021-12-05,2.65,2,73,10,
9081127,prati mazzini affitto una stanza,34157573,Francesco,,I Centro Storico,41.91445,12.46325,Private room,86,1,1,2016-01-05,0.01,1,365,0,
9081632,CASA NINO apartment in ROME,20467640,Silvia,,XI Arvalia/Portuense,41.8672,12.4642,Entire home/apt,90,2,30,2020-01-02,0.42,3,135,0,
9082706,APPARTMENT ROME TERMINI  Metropolitan Centre,5568238,Emanuele,,I Centro Storico,41.90067,12.4959,Entire home/apt,41,2,47,2019-09-23,0.68,2,0,0,
9082949,Appartamento in via del Corso 140 mq circa,40838185,Giuditta,,I Centro Storico,41.9024,12.48113,Entire home/apt,200,2,0,,,1,0,0,
9087521,SANTA LUCIA Sweet home,45082140,Stefano,,VIII Appia Antica,41.84323,12.5111,Private room,29,1,73,2019-08-30,1.02,1,0,0,
9090854,stanza in appartamento giovanile,10396829,Eleonora,,VII San Giovanni/Cinecittà,41.87996,12.50117,Private room,28,1,0,,,1,0,0,
9093125,Cosy apt. Rome centre 15min walk to Trevi fountain,12456,Valeria,,I Centro Storico,41.9025,12.49448,Entire home/apt,85,3,251,2021-11-07,3.61,1,301,4,QD/ 2016 / 12802 del 12/03/2016
9093921,Cozy apartment,3113863,Carlo,,V Prenestino/Centocelle,41.89577,12.54886,Entire home/apt,120,2,3,2016-07-27,0.04,1,0,0,
9094897,Comfort | Modern Apartment in Rome,19405606,Beatrice,,II Parioli/Nomentano,41.89529,12.51553,Entire home/apt,60,3,54,2021-11-02,0.75,1,76,1,
9099649,Luxury apartment in the very centre of Rome,47440827,Marco,,I Centro Storico,41.904,12.47762,Entire home/apt,198,4,124,2021-12-07,1.71,1,296,5,
9101524,Casa Vacanze Amore per Roma,47447913,Paola,,III Monte Sacro,41.9408,12.52649,Entire home/apt,70,2,34,2020-03-20,0.47,2,263,0,SCIA n. QA/2015/28502 del 26/11/2015; CIR/CISE n.1025; CIU n. CVN-004566-9
9101957,Fontana di Trevi Home Ground Zero Luxury,46780013,BBhome,,I Centro Storico,41.90421,12.48748,Entire home/apt,199,1,6,2017-10-06,0.08,19,324,0,
9102023,Navona Deluxe Home Luxury View Cozy,46780013,BBhome,,I Centro Storico,41.89887,12.47108,Entire home/apt,129,1,12,2019-08-11,0.16,19,335,0,
9102407,finestre sul tevere,29151288,Fredrika,,I Centro Storico,41.88112,12.47355,Entire home/apt,90,3,107,2021-11-05,1.45,1,217,7,
9102497,SUPER OFFER! Navona Penthouse Home,46780013,BBhome,,I Centro Storico,41.90104,12.46908,Entire home/apt,139,1,11,2019-06-27,0.16,19,303,0,
9104224,SPAGNA Double Room by ORANGE B&B,47457660,Danilo,,I Centro Storico,41.90476,12.47864,Hotel room,104,1,5,2020-01-05,0.10,2,9,0,
9104700,Il Migliore Panorama di Roma - Santonofrio Terrace Penthouse,47460178,Marco,,I Centro Storico,41.89839,12.4613,Entire home/apt,184,2,111,2021-10-26,1.60,1,341,6,
9105115,Roma centro una camera tripla b&b,47004901,Andrea,,I Centro Storico,41.89747,12.50331,Private room,60,1,4,2020-01-05,0.06,1,0,0,
9108014,Daphne Terrace  - TreasureRome Luxury Collection,24720015,TreasureRome,,I Centro Storico,41.89857,12.49136,Entire home/apt,402,3,65,2021-09-12,0.94,8,286,1,ATR-1689-3
9108133,Charming Flat in a Liberty Villa,47472864,Anna & Ines,,III Monte Sacro,41.93021,12.53963,Entire home/apt,37,30,9,2017-09-30,0.13,1,223,0,
9108677,Rome Imperial Crown,27215162,Paolo,,I Centro Storico,41.89825,12.49751,Entire home/apt,125,2,31,2019-06-17,0.43,1,309,0,
9109032,Trevi Beautiful Suite,5220131,Michele,,I Centro Storico,41.89951,12.48291,Entire home/apt,70,2,127,2021-09-30,1.71,3,189,1,
9112422,TreasureRome - Spanish Steps Family Home,24720015,TreasureRome,,I Centro Storico,41.90319,12.48432,Entire home/apt,402,3,105,2021-11-22,1.44,8,294,4,ATR-003078-6
9112946,TreasureRome - Bianca Family Home,24720015,TreasureRome,,I Centro Storico,41.89105,12.50326,Entire home/apt,201,3,159,2021-08-14,2.19,8,274,4,CVN-004130-5
9120654,COLISEUM VIEW SUITE,316068,Federico,,I Centro Storico,41.89034,12.49562,Entire home/apt,90,3,198,2021-09-16,2.67,42,339,1,
9121319,NEW IN: Leonina Secret Suite,35686944,Martina,,I Centro Storico,41.89389,12.49107,Entire home/apt,109,3,139,2021-11-18,2.58,2,159,10,Codice CIU ATR-002871-6     Codice Identificativo Regionale 8282
9123627,Cozy and charm in the heart of Rome,4568490,Federica,,I Centro Storico,41.89621,12.50244,Private room,45,3,202,2021-12-05,2.87,1,145,18,
9124614,Cozy and small apartment! (Ottaviano/San Pietro),28157929,Giangiacomo,,I Centro Storico,41.91139,12.45428,Entire home/apt,50,1,69,2020-09-13,1.09,2,0,0,
9125214,theGoldenKeysRomecentreguesthousel,47539346,Loredana @ The Golden Keys,,I Centro Storico,41.89393,12.50899,Private room,80,2,6,2017-05-01,0.09,4,360,0,
9125239,THEGOLDENKEYSROME centre GuestHouse,47539346,Loredana @ The Golden Keys,,I Centro Storico,41.8941,12.50792,Private room,90,1,5,2016-09-20,0.07,4,361,0,
9125272,thegoldenkeysrome city centre,47539346,Loredana @ The Golden Keys,,I Centro Storico,41.89516,12.50854,Entire home/apt,136,3,127,2021-11-14,1.76,4,357,7,
9128021,B&B GATE 40,45271017,Gate,,VII San Giovanni/Cinecittà,41.88302,12.51208,Private room,55,3,3,2021-08-26,0.04,7,359,1,
9134305,Apartment near Colosseo,668956,Riccardo & Ana,,I Centro Storico,41.89059,12.50663,Entire home/apt,86,3,85,2019-12-26,1.21,1,103,0,
9139922,Alloggia in un attico con terrazza,47601047,Andrea,,I Centro Storico,41.89853,12.49334,Entire home/apt,821,1,69,2021-11-07,1.05,2,293,11,QA/2017/9929
9141210,Loft 35 in Pigneto,47606347,Giorgio,,V Prenestino/Centocelle,41.88389,12.53521,Entire home/apt,60,3,176,2021-11-16,2.44,2,328,12,
9142252,Bungalow casetta by the farm,149774,The Tocchella Family,,XI Arvalia/Portuense,41.82892,12.41412,Private room,25,2,25,2019-08-23,0.36,8,365,0,
9142437,Appartamento nuovo con giardinetto,47610708,Giulia,,XIV Monte Mario,41.91047,12.41473,Entire home/apt,80,3,0,,,1,90,0,
9143570,Deliziosa Casa luminosa e moderna,4895296,Fabio,,XV Cassia/Flaminia,41.9599,12.4505,Entire home/apt,75,2,2,2016-10-29,0.03,1,337,0,
9145198,casa di Giusy,47621145,Giusy,,V Prenestino/Centocelle,41.88825,12.569,Entire home/apt,45,2,11,2018-01-02,0.15,1,0,0,
9145973,Una stanza per te a Roma.....,47624640,Alicja,,V Prenestino/Centocelle,41.87759,12.57058,Private room,25,1,196,2021-12-02,2.68,1,356,13,
9146573,STANZA DOPPIA Casa di Roma,45592898,Carlo,,I Centro Storico,41.89178,12.50329,Private room,87,2,4,2017-07-23,0.07,6,179,0,
9146651,Elegante Appartamento Vicino a Campo Dei Fiori,1764914,Marzia,,I Centro Storico,41.9008,12.46589,Entire home/apt,320,2,63,2021-10-31,0.98,25,284,7,
9147095,Camera Tripla in Monti-Colosseo,42755509,Dimora Storica,,I Centro Storico,41.89671,12.4933,Private room,106,1,1,2019-04-14,0.03,11,25,0,
9147831,casa accogliente zona S.Pietro,47631870,Tiziana,,XIII Aurelia,41.90251,12.43616,Entire home/apt,120,1,0,,,1,0,0,
9148185,Camera Quadrupla in Monti-Colosseo,42755509,Dimora Storica,,I Centro Storico,41.89515,12.49522,Private room,99,1,1,2016-06-26,0.02,11,222,0,
9150885,Colosseo Terrace 180°,18669062,Marco,,I Centro Storico,41.89081,12.49881,Entire home/apt,140,3,307,2021-08-13,4.23,4,74,14,
9152297,Lovely indipendent house surrounded with greenery,40092818,Arianna,,XII Monte Verde,41.87957,12.42519,Entire home/apt,55,2,184,2020-03-08,2.89,2,177,0,
9152704,Open space,47650797,Livia,,X Ostia/Acilia,41.74024,12.27116,Entire home/apt,75,2,0,,,1,364,0,
9158411,Villetta vicino Ostia Antica,21078858,Morena -M&A Events Srl,,X Ostia/Acilia,41.78661,12.33698,Entire home/apt,90,3,0,,,1,0,0,
9159886,Charles's  House,47682406,Silvia,,XIV Monte Mario,41.94863,12.39309,Entire home/apt,60,3,52,2020-10-07,0.76,1,192,0,5523
9163409,loft bellissimo e centalissimo,45368285,Stella,,V Prenestino/Centocelle,41.88822,12.52729,Entire home/apt,70,2,30,2021-11-02,0.43,1,237,1,
9163642,STANZA DOPPIA B&B SIDEREUS CENTRALE,45592898,Carlo,,I Centro Storico,41.89069,12.50473,Private room,80,2,11,2019-06-03,0.19,6,179,0,
9163658,italian style,47698275,Roberto,,VII San Giovanni/Cinecittà,41.88197,12.51131,Private room,45,3,126,2021-10-12,1.74,2,360,3,
9163789,Apartment in the center of Rome,24699565,Giovanna,,I Centro Storico,41.90367,12.48893,Entire home/apt,110,1,42,2021-11-21,0.62,1,333,1,
9166157,St Peter house with unique view,47687343,Francesca Rachele,,XIII Aurelia,41.89534,12.45326,Entire home/apt,80,364,3,2016-03-25,0.04,1,362,0,
9166170,Roman's house,47707435,Giordano Angelo,,I Centro Storico,41.88804,12.50906,Entire home/apt,90,2,8,2019-10-19,0.12,1,341,0,
9166835,Stellata,19891646,Silvana,,III Monte Sacro,41.94114,12.52843,Entire home/apt,120,5,14,2021-09-05,0.44,1,130,3,
9166960,sunny and quiet room central,45592898,Carlo,,I Centro Storico,41.89069,12.50473,Private room,38,2,14,2021-11-03,0.20,6,179,3,
9166977,monolocale silenzioso con terrazzo,22640867,Carla,,II Parioli/Nomentano,41.92818,12.50935,Private room,63,3,0,,,1,292,0,
9167349,Entirely renovated,47712657,Simona,,XIII Aurelia,41.90202,12.42847,Entire home/apt,79,2,65,2021-11-15,0.95,1,315,10,
9167387,CAMERE ONDINA 3,34589425,Simone,,II Parioli/Nomentano,41.91317,12.47504,Private room,95,1,1,2018-12-23,0.03,5,362,0,
9167465,CAMERE ONDINA 4,34589425,Simone,,II Parioli/Nomentano,41.91317,12.47504,Private room,95,1,0,,,5,364,0,
9167534,CAMERE ONDINA 5,34589425,Simone,,II Parioli/Nomentano,41.91317,12.47504,Private room,95,1,0,,,5,364,0,
9167535,AMOROMA OFFSIDE,47712742,Luca,,XIV Monte Mario,41.95629,12.40303,Entire home/apt,50,1,0,,,1,365,0,
9171257,Casa Elena,47727849,Antonio,,I Centro Storico,41.90935,12.45006,Entire home/apt,74,3,22,2021-07-31,0.35,1,287,2,
9171913,6 people Apartment at Vatican,13949590,Giusi,,I Centro Storico,41.90772,12.4514,Entire home/apt,50,4,214,2021-12-05,2.92,2,332,5,
9177743,S.Lorenzo(Termini)-in the nightlife-young people,3460759,Emanuela,,II Parioli/Nomentano,41.89592,12.51416,Entire home/apt,52,3,111,2021-11-17,1.50,8,255,6,11342
9178580,Piazza Barberini - MongaHouse for 4 p.,47760104,Stefano,,I Centro Storico,41.9036,12.48887,Entire home/apt,107,2,138,2021-11-07,1.91,1,295,3,QA/2015/26662
9179296,NTB ROMA twin room,1477779,Silvia,,I Centro Storico,41.90596,12.47784,Private room,148,1,1,2016-07-30,0.02,3,340,0,
9179567,Il Gattopardo Relais,45509196,Agostino,,I Centro Storico,41.90927,12.45641,Entire home/apt,380,1,69,2021-09-05,0.94,5,354,3,
9179708,Apartment close to Termini Station and Colosseum,47764019,Raffaela,,I Centro Storico,41.89344,12.51253,Entire home/apt,50,3,159,2020-01-04,2.20,1,252,0,
9181353,Grand Boheme Home -TreasureRome,24720015,TreasureRome,,I Centro Storico,41.90214,12.49394,Entire home/apt,302,3,58,2020-01-21,0.81,8,309,0,ATR-002152-7
9194794,Colonna Suite - San Giovanni Big Apartment 1,26400936,Mattia,,VII San Giovanni/Cinecittà,41.88553,12.51519,Entire home/apt,122,1,223,2021-11-14,3.12,14,356,7,
9196314,attic Historic Centre near Station,9127602,Elena,,I Centro Storico,41.90492,12.50004,Entire home/apt,65,3,12,2021-11-30,3.10,1,348,12,CISE : 14609     CIU : ATR-010498-1
9204645,Studio Flat campo de fiori,47875862,Anna & Ivano,,I Centro Storico,41.89268,12.4735,Entire home/apt,46,2,155,2021-11-07,2.11,3,357,18,
9205104,Red Studio near Campo De' Fiori,47875862,Anna & Ivano,,I Centro Storico,41.89341,12.47386,Entire home/apt,41,2,98,2021-11-23,1.33,3,340,19,
9205921,PARIONE SUITE PIAZZA NAVONA close Campo de Fiori,47880900,Francesca,,I Centro Storico,41.89835,12.47088,Entire home/apt,220,1,58,2020-03-02,0.80,1,329,0,
9208773,Proprio al Vaticano,38899925,"Daniela, Manuela",,I Centro Storico,41.90751,12.45463,Entire home/apt,65,2,95,2019-12-29,1.31,3,252,0,
9214905,Deliziosa casa a Roma. La Favola,25887793,Silvia,,II Parioli/Nomentano,41.909,12.51989,Entire home/apt,55,3,0,,,1,0,0,
9222289,Luxury Maison Centre of Rome,40090756,Paola,,I Centro Storico,41.9047,12.45968,Entire home/apt,105,5,172,2020-02-22,2.55,5,0,0,
9223486,B&B DOMUS AUREA GREEN ROOM - CAMERA VERDE,46143940,Andrea,,I Centro Storico,41.88864,12.49971,Private room,82,1,178,2021-10-27,2.42,3,338,2,
9226679,AUGUST - 50 % Rome Vatican ST. Peter up 3 people,31706145,Christiane Paolo Cesare,,XIII Aurelia,41.89629,12.45211,Entire home/apt,65,2,87,2020-08-15,1.20,2,253,0,
9229971,"Our House, Your Home",4378055,Ludovica,,VII San Giovanni/Cinecittà,41.8448,12.54256,Private room,50,2,38,2020-01-01,0.53,1,358,0,
9231142,Home Sweet Rome with AC,4190267,Francesca,,I Centro Storico,41.90888,12.46025,Entire home/apt,80,2,83,2019-10-17,1.15,1,317,0,
9242022,BRIGHT APARTMENT – CAFFARELLA PARK,30172045,Corinna,,VII San Giovanni/Cinecittà,41.8722,12.51451,Entire home/apt,62,5,11,2017-07-26,0.16,1,0,0,
9244618,Ideale per famiglie,23808344,Silvia,,XV Cassia/Flaminia,41.94418,12.46049,Private room,30,2,108,2021-12-08,1.50,1,253,9,
9248862,Roman Forum apartment,8278823,Eliana,,I Centro Storico,41.89725,12.48618,Entire home/apt,74,3,203,2021-11-29,2.90,3,226,28,
9254605,Appartamento vicino trastevere,48081572,Alfredo,,XII Monte Verde,41.86494,12.44568,Entire home/apt,420,3,0,,,1,364,0,
9256627,"a Charming room , 800m Colosseo.150m Metro A",20968125,Patrizio,,I Centro Storico,41.89201,12.5089,Private room,41,1,331,2021-11-08,5.03,20,161,8,
9258089,Luxurious apartment in Vatican,48088825,Maria,,I Centro Storico,41.90682,12.45802,Entire home/apt,209,2,60,2021-10-31,0.81,1,314,4,
9265398,Three bedded room private bath WIFI,2802221,Patrizia,,X Ostia/Acilia,41.76283,12.30158,Private room,27,7,113,2020-02-28,1.58,3,36,0,
9266207,RomeSweetHome,34656310,Federica,,I Centro Storico,41.9089,12.44627,Entire home/apt,69,2,70,2019-04-23,0.97,1,0,0,
9267378,Moderno bilicale con giardino,29733172,Paolo,,III Monte Sacro,41.94425,12.52525,Entire home/apt,70,2,0,,,1,0,0,
9273908,Flat at 10 minutes from Trastevere,48165166,Daniela,,XII Monte Verde,41.87523,12.44726,Entire home/apt,90,5,175,2021-10-31,2.39,1,118,6,CIU     CVN-006293-8
9274081,Elegante appartamento metro A,48165789,Massimo,,VII San Giovanni/Cinecittà,41.85559,12.56775,Entire home/apt,120,2,0,,,1,0,0,
9276792,"Stella Polare BnB. la Stanza ""Maia""",48177359,Simona,,X Ostia/Acilia,41.72515,12.29259,Hotel room,70,1,10,2019-10-01,0.14,2,0,0,
9280292,spaziosa stanza a 2minuti da termin,13483570,Ester,,VII San Giovanni/Cinecittà,41.88458,12.51145,Private room,50,1,0,,,1,365,0,
9288007,Tommaso's House,24707648,Tommaso,,I Centro Storico,41.9033,12.50461,Entire home/apt,83,2,103,2021-10-03,1.42,1,343,4,
9288272,Large Rooms in Rome -Villa Borghese,48229658,Francesca,,II Parioli/Nomentano,41.91454,12.49713,Private room,80,1,10,2021-10-03,0.14,1,365,1,
9291031,cozyApartment in Viale Ostiense,43579492,Stefano,,VIII Appia Antica,41.8645,12.47779,Entire home/apt,70,3,21,2021-09-04,0.31,1,65,5,
9291111,Raffinato Appartamento nel Quartiere Prati,17230120,Elisabetta,,I Centro Storico,41.91946,12.4638,Entire home/apt,85,2,84,2021-12-06,1.21,9,352,5,
9293875,In the heart of Rome,48252743,Barocco Apartments,,I Centro Storico,41.90511,12.48754,Private room,250,1,4,2018-10-06,0.09,2,365,0,
9295124,BB Rifugio di Roma,46319357,Nadia,,VIII Appia Antica,41.85648,12.47755,Private room,65,2,0,,,2,87,0,
9296258,Fully refurbished 3 Bed Apartment in Quiet Area,6573028,Daniele,,VIII Appia Antica,41.84258,12.51293,Entire home/apt,100,4,20,2019-12-29,0.28,4,126,0,
9299340,Vatican City Cozy Apartment,9864646,Vera,,I Centro Storico,41.90389,12.4589,Entire home/apt,80,29,204,2020-09-20,2.82,2,0,0,
9299373,Roma Center Apartment for groups,46956813,Michele,,I Centro Storico,41.89848,12.5004,Entire home/apt,320,1,68,2020-01-05,0.95,7,0,0,
9308398,PRIVATE ROOM IN THE CENTER OF ROME,48319187,Nizar,,II Parioli/Nomentano,41.91188,12.49972,Private room,45,1,0,,,1,0,0,
9308818,STANZA IN AFFITTO,48320738,Anna,,IV Tiburtina,41.91094,12.5394,Private room,30,1,1,2015-11-13,0.01,1,0,0,
9309946,The heart of Rome TRASTEVERE,47466197,Bruno,,I Centro Storico,41.89017,12.47093,Entire home/apt,51,10,139,2020-02-24,1.92,1,353,0,
9313813,Casa Vacanze Bellezza di Roma,47447913,Paola,,III Monte Sacro,41.94031,12.52415,Entire home/apt,105,3,21,2021-11-02,0.29,2,277,5,SCIA n. QA/2015/28502 del 26/11/2015; CIR/CISE n.1026; CIU n. CVN-004566-9
9316227,The White house centrale luminoso,5426671,Pina,,VII San Giovanni/Cinecittà,41.86399,12.55419,Entire home/apt,75,1,7,2021-10-18,0.10,2,283,1,
9321011,Wonderful 3Bed in San Giovanni very close to Metro,8472220,Paola & Luigi,,VII San Giovanni/Cinecittà,41.88384,12.50705,Entire home/apt,130,2,136,2021-09-20,1.88,2,143,4,
9322039,Beautiful house in Prati - Rome,48271711,Sveva,,I Centro Storico,41.90746,12.46045,Entire home/apt,90,5,0,,,1,88,0,
9325433,Domus Eugenia all'Esquilino,48399502,Francesco,,I Centro Storico,41.89455,12.51035,Entire home/apt,52,3,199,2021-12-07,2.75,1,59,36,
9325851,Studiò Piazza del Popolo,9644237,Paola,,II Parioli/Nomentano,41.91713,12.47378,Entire home/apt,60,2,6,2019-09-29,0.17,3,322,0,
9326162,Colosseum from the window!,9549387,Emanuele,,I Centro Storico,41.88965,12.49563,Entire home/apt,162,3,116,2021-09-20,1.64,19,291,3,
9328516,La casa di Marti a Ponte Milvio,48415721,Stefano,,XV Cassia/Flaminia,41.93982,12.46888,Entire home/apt,70,2,4,2021-07-19,0.11,1,349,2,
9335007,TreasureRome Carmen Suite,24720015,TreasureRome,,I Centro Storico,41.90177,12.4943,Entire home/apt,201,3,62,2021-11-07,0.86,8,161,1,ATR-002152-7
9337066,iFlat | Campo de' Fiori Amazing Terrace,23532561,IFlat,,I Centro Storico,41.89571,12.47166,Entire home/apt,115,2,84,2020-12-23,1.23,175,196,1,
9339953,appartamentino a Ottavia,48474952,Barbara,,XIV Monte Mario,41.96007,12.40812,Entire home/apt,25,2,36,2018-01-02,0.50,1,67,0,
9341679,piccola e confortevolissima casetta,48484082,Giuseppe Claudio,,V Prenestino/Centocelle,41.88464,12.54156,Entire home/apt,29,1,2,2020-09-15,0.06,1,312,0,
9341874,Trastevere Romantic,48484935,Giulia,,I Centro Storico,41.89001,12.46834,Entire home/apt,65,2,51,2020-08-20,0.71,1,244,0,
9342445,A casa di Fiamma,48488421,Fiamma,,I Centro Storico,41.90475,12.46343,Entire home/apt,110,2,81,2021-11-01,1.18,1,337,5,004472-5
9344283,Casa vacanze Iolanda,3555647,Luca,,XIV Monte Mario,41.96857,12.41104,Entire home/apt,35,2,12,2017-01-03,0.17,1,0,0,
9344747,IMPERO VATICANO APARTMENT,14107648,Inna,,I Centro Storico,41.90107,12.46611,Entire home/apt,290,2,4,2017-04-11,0.06,9,0,0,QD/2016/63109
9346111,800 meters to Peter's Church,48504561,Paolo,,I Centro Storico,41.89556,12.46492,Entire home/apt,65,2,290,2021-11-29,4.00,1,344,17,
9347433,Art RhOME ★ Charming and Stylish Double Room! ♪,48511800,Lucy,,II Parioli/Nomentano,41.89709,12.51635,Private room,33,1,289,2021-11-25,3.92,1,154,29,
9347772,Bright and cozy apartment in Monti,5494970,Branka,,I Centro Storico,41.89579,12.49363,Entire home/apt,90,3,4,2020-03-17,0.06,6,283,0,
9348710,Elegant flat in a great location,48518364,Paolo,,I Centro Storico,41.88784,12.46512,Entire home/apt,40,2,279,2021-12-06,3.86,1,346,24,
9354097,TrastEver Holiday B&B,48547269,Giacomo Edoardo,,I Centro Storico,41.88782,12.46934,Private room,50,1,3,2016-10-24,0.04,1,0,0,
9357659,villa roma 900,48559938,Gaia,,III Monte Sacro,41.98236,12.5457,Hotel room,75,1,1,2019-11-29,0.04,4,332,0,
9360649,SUPER OFFER HERE : NATURAL PANTHEON  BIG TERRACE,46780013,BBhome,,I Centro Storico,41.90041,12.47273,Entire home/apt,139,1,12,2021-05-06,0.17,19,281,1,
9362233,Dolce Vita Deluxe Rome Living,47031648,Giovanni,,XII Monte Verde,41.86796,12.44013,Private room,45,1,67,2021-09-18,0.93,1,360,1,
9363001,Gorgeous Penthouse in Heart of Rome,25177105,Roberto & Dany,,XII Monte Verde,41.87523,12.4445,Entire home/apt,60,2,12,2017-04-18,0.17,1,342,0,
9364074,Villa Roma 900,48559938,Gaia,,III Monte Sacro,41.98334,12.54618,Hotel room,96,1,4,2020-07-26,0.06,4,347,0,
9364718,MONOLOCALE IN ROMA CENTRO-VATICANO-,48591853,Cristiano,,I Centro Storico,41.90332,12.4613,Entire home/apt,70,2,1,2016-04-30,0.01,1,356,0,1234
9365861,Villa Roma 900,48559938,Gaia,,III Monte Sacro,41.98216,12.54589,Hotel room,77,1,2,2019-08-29,0.03,4,344,0,
9366824,Roman Holidays @Pigneto,48601300,Francesco,,V Prenestino/Centocelle,41.88879,12.5368,Entire home/apt,53,3,150,2021-11-25,2.15,1,6,15,qd/2015/20397
9367309,SUITE sulla scala Trinità dei Monti,4628354,Giovanni,,I Centro Storico,41.90666,12.48321,Private room,378,1,0,,,1,365,0,
9379040,Luxury69_ChicApartment near Vatican,48572863,Giorgio,,I Centro Storico,41.91752,12.45636,Entire home/apt,120,3,0,,,1,342,0,
9380626,Small Loft Eur San Pietro and Paolo,48667048,Annarita,,IX Eur,41.83261,12.46145,Entire home/apt,56,2,252,2021-08-03,3.49,2,197,12,
9381708,Grazioso bilocale Ponte di Nona (Roma Est),16980638,Alessandro,,VI Roma delle Torri,41.91065,12.65442,Entire home/apt,30,30,0,,,1,57,0,
9385319,DOUBLE ROOM IN ROME,45423552,Giuliano,,VII San Giovanni/Cinecittà,41.87229,12.52372,Private room,39,2,144,2020-09-23,2.00,1,58,0,
9388981,Bell'appartamento a città giardino,47498541,Rita,,III Monte Sacro,41.93931,12.53313,Entire home/apt,120,6,0,,,1,0,0,
9392632,Graziosa e romantica casa,45850687,Monia,,VII San Giovanni/Cinecittà,41.85434,12.56728,Entire home/apt,61,5,0,,,1,83,0,
